drug_name,drug_type,associated with side effects_Neutral,associated with side effects_No,associated with side effects_Yes,associated with side effects_question,effective_Neutral,effective_No,effective_Yes,effective_question,likely to make me sick_Neutral,likely to make me sick_No,likely to make me sick_Yes,likely to make me sick_question,safe_Neutral,safe_No,safe_Yes,safe_question,inferred_effective,inferred_safe,inferred_associated with side effects,inferred_likely to make me sick
Lumakras,brand,2,1,3,"Is Lumakras associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",2,1,3,"Is Lumakras effective?
Options: 1: No, 2: Neutral, 3: Yes",3,1,2,"Is Lumakras likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",2,3,1,"Is Lumakras safe?
Options: 1: Yes, 2: Neutral, 3: No",3,1,3,2
Lumoxiti,brand,3,2,1,"Is Lumoxiti associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",1,3,2,"Is Lumoxiti effective?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Lumoxiti likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Lumoxiti safe?
Options: 1: Yes, 2: Neutral, 3: No",2,1,1,3
Lunsumio,brand,2,1,3,"Is Lunsumio associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",2,1,3,"Is Lunsumio effective?
Options: 1: No, 2: Neutral, 3: Yes",3,2,1,"Is Lunsumio likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",3,2,1,"Is Lunsumio safe?
Options: 1: Yes, 2: No, 3: Neutral",3,3,3,2
Lurbinectedin,preferred,2,3,1,"Is Lurbinectedin associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",3,2,1,"Is Lurbinectedin effective?
Options: 1: Yes, 2: No, 3: Neutral",1,2,3,"Is Lurbinectedin likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",3,1,2,"Is Lurbinectedin safe?
Options: 1: No, 2: Yes, 3: Neutral",1,2,1,3
Lutathera,brand,3,1,2,"Is Lutathera associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",1,2,3,"Is Lutathera effective?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Lutathera likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",3,2,1,"Is Lutathera safe?
Options: 1: Yes, 2: No, 3: Neutral",3,1,2,1
Lutetium Lu 177 dotatate,preferred,2,3,1,"Is Lutetium Lu 177 dotatate associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Lutetium Lu 177 dotatate effective?
Options: 1: Neutral, 2: Yes, 3: No",2,3,1,"Is Lutetium Lu 177 dotatate likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",3,1,2,"Is Lutetium Lu 177 dotatate safe?
Options: 1: No, 2: Yes, 3: Neutral",2,2,1,1
Lynparza,brand,3,2,1,"Is Lynparza associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",2,3,1,"Is Lynparza effective?
Options: 1: Yes, 2: Neutral, 3: No",1,2,3,"Is Lynparza likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",2,1,3,"Is Lynparza safe?
Options: 1: No, 2: Neutral, 3: Yes",1,3,1,3
Lyomit,brand,2,1,3,"Is Lyomit associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",2,3,1,"Is Lyomit effective?
Options: 1: Yes, 2: Neutral, 3: No",1,2,3,"Is Lyomit likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",1,3,2,"Is Lyomit safe?
Options: 1: Neutral, 2: Yes, 3: No",1,3,3,2
Lysodren,brand,1,2,3,"Is Lysodren associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Lysodren effective?
Options: 1: Yes, 2: Neutral, 3: No",2,3,1,"Is Lysodren likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",3,1,2,"Is Lysodren safe?
Options: 1: No, 2: Yes, 3: Neutral",1,2,3,1
Lytgobi,brand,3,2,1,"Is Lytgobi associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",1,2,3,"Is Lytgobi effective?
Options: 1: Neutral, 2: No, 3: Yes",3,2,1,"Is Lytgobi likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",1,3,2,"Is Lytgobi safe?
Options: 1: Neutral, 2: Yes, 3: No",3,2,1,2
Macrolin,brand,2,3,1,"Is Macrolin associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",2,3,1,"Is Macrolin effective?
Options: 1: Yes, 2: Neutral, 3: No",2,3,1,"Is Macrolin likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",1,2,3,"Is Macrolin safe?
Options: 1: Neutral, 2: No, 3: Yes",1,3,1,3
Margenza,brand,1,3,2,"Is Margenza associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",1,3,2,"Is Margenza effective?
Options: 1: Neutral, 2: Yes, 3: No",3,2,1,"Is Margenza likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",3,2,1,"Is Margenza safe?
Options: 1: Yes, 2: No, 3: Neutral",2,1,2,1
Margetuximab,preferred,2,1,3,"Is Margetuximab associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",1,2,3,"Is Margetuximab effective?
Options: 1: Neutral, 2: No, 3: Yes",2,1,3,"Is Margetuximab likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",3,2,1,"Is Margetuximab safe?
Options: 1: Yes, 2: No, 3: Neutral",3,1,3,3
Marqibo,brand,3,1,2,"Is Marqibo associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,"Is Marqibo effective?
Options: 1: Yes, 2: No, 3: Neutral",1,2,3,"Is Marqibo likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",1,3,2,"Is Marqibo safe?
Options: 1: Neutral, 2: Yes, 3: No",1,2,2,3
Maygace,brand,2,3,1,"Is Maygace associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",3,2,1,"Is Maygace effective?
Options: 1: Yes, 2: No, 3: Neutral",3,1,2,"Is Maygace likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",2,3,1,"Is Maygace safe?
Options: 1: Yes, 2: Neutral, 3: No",1,3,1,2
Mechlorethamine,preferred,1,2,3,"Is Mechlorethamine associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Mechlorethamine effective?
Options: 1: Yes, 2: Neutral, 3: No",1,2,3,"Is Mechlorethamine likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",3,2,1,"Is Mechlorethamine safe?
Options: 1: Yes, 2: No, 3: Neutral",1,2,3,3
Medroxyprogesterone,preferred,1,3,2,"Is Medroxyprogesterone associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",3,1,2,"Is Medroxyprogesterone effective?
Options: 1: No, 2: Yes, 3: Neutral",2,1,3,"Is Medroxyprogesterone likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",3,1,2,"Is Medroxyprogesterone safe?
Options: 1: No, 2: Yes, 3: Neutral",2,2,2,3
Megestrol,preferred,2,3,1,"Is Megestrol associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Megestrol effective?
Options: 1: Neutral, 2: Yes, 3: No",1,3,2,"Is Megestrol likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",3,1,2,"Is Megestrol safe?
Options: 1: No, 2: Yes, 3: Neutral",2,2,1,2
Mekinist,brand,1,3,2,"Is Mekinist associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",3,1,2,"Is Mekinist effective?
Options: 1: No, 2: Yes, 3: Neutral",1,3,2,"Is Mekinist likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",2,3,1,"Is Mekinist safe?
Options: 1: Yes, 2: Neutral, 3: No",2,2,2,2
Mektovi,brand,3,2,1,"Is Mektovi associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",2,1,3,"Is Mektovi effective?
Options: 1: No, 2: Neutral, 3: Yes",3,2,1,"Is Mektovi likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",1,2,3,"Is Mektovi safe?
Options: 1: Neutral, 2: No, 3: Yes",3,3,1,1
Melphalan,preferred,1,2,3,"Is Melphalan associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",3,2,1,"Is Melphalan effective?
Options: 1: Yes, 2: No, 3: Neutral",2,1,3,"Is Melphalan likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",1,2,3,"Is Melphalan safe?
Options: 1: Neutral, 2: No, 3: Yes",1,2,3,3
Mercaptopurine,preferred,3,2,1,"Is Mercaptopurine associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",3,1,2,"Is Mercaptopurine effective?
Options: 1: No, 2: Yes, 3: Neutral",2,1,3,"Is Mercaptopurine likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",1,3,2,"Is Mercaptopurine safe?
Options: 1: Neutral, 2: Yes, 3: No",2,3,1,3
Mesna,preferred,1,3,2,"Is Mesna associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Mesna effective?
Options: 1: Neutral, 2: No, 3: Yes",3,1,2,"Is Mesna likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,"Is Mesna safe?
Options: 1: Yes, 2: No, 3: Neutral",3,1,2,2
Methotrexate,preferred,3,2,1,"Is Methotrexate associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",1,3,2,"Is Methotrexate effective?
Options: 1: Neutral, 2: Yes, 3: No",2,3,1,"Is Methotrexate likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",1,2,3,"Is Methotrexate safe?
Options: 1: Neutral, 2: No, 3: Yes",2,2,1,1
Methoxsalen,preferred,1,3,2,"Is Methoxsalen associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",1,3,2,"Is Methoxsalen effective?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Methoxsalen likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",3,1,2,"Is Methoxsalen safe?
Options: 1: No, 2: Yes, 3: Neutral",2,1,2,3
Methylprednisolone,preferred,3,1,2,"Is Methylprednisolone associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",2,3,1,"Is Methylprednisolone effective?
Options: 1: Yes, 2: Neutral, 3: No",2,1,3,"Is Methylprednisolone likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",3,1,2,"Is Methylprednisolone safe?
Options: 1: No, 2: Yes, 3: Neutral",1,2,2,3
Metronidazole,preferred,3,1,2,"Is Metronidazole associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,"Is Metronidazole effective?
Options: 1: Yes, 2: No, 3: Neutral",1,2,3,"Is Metronidazole likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",1,2,3,"Is Metronidazole safe?
Options: 1: Neutral, 2: No, 3: Yes",1,3,2,3
Midostaurin,preferred,2,1,3,"Is Midostaurin associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",1,3,2,"Is Midostaurin effective?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Midostaurin likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",1,3,2,"Is Midostaurin safe?
Options: 1: Neutral, 2: Yes, 3: No",2,2,3,3
Minjuvi,brand,1,3,2,"Is Minjuvi associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",2,1,3,"Is Minjuvi effective?
Options: 1: No, 2: Neutral, 3: Yes",1,2,3,"Is Minjuvi likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",3,1,2,"Is Minjuvi safe?
Options: 1: No, 2: Yes, 3: Neutral",3,2,2,3
Mirvetuximab soravtansine,preferred,3,1,2,"Is Mirvetuximab soravtansine associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",3,1,2,"Is Mirvetuximab soravtansine effective?
Options: 1: No, 2: Yes, 3: Neutral",2,3,1,"Is Mirvetuximab soravtansine likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",3,2,1,"Is Mirvetuximab soravtansine safe?
Options: 1: Yes, 2: No, 3: Neutral",2,3,2,1
Mithracin,brand,3,2,1,"Is Mithracin associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",1,3,2,"Is Mithracin effective?
Options: 1: Neutral, 2: Yes, 3: No",2,3,1,"Is Mithracin likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",3,1,2,"Is Mithracin safe?
Options: 1: No, 2: Yes, 3: Neutral",2,1,1,1
Mitomycin,preferred,2,1,3,"Is Mitomycin associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",1,2,3,"Is Mitomycin effective?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Mitomycin likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Mitomycin safe?
Options: 1: Neutral, 2: Yes, 3: No",3,1,3,1
Mitotane,preferred,2,3,1,"Is Mitotane associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",2,1,3,"Is Mitotane effective?
Options: 1: No, 2: Neutral, 3: Yes",2,3,1,"Is Mitotane likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",3,1,2,"Is Mitotane safe?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,1
Mitoxantrone,preferred,1,2,3,"Is Mitoxantrone associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Mitoxantrone effective?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Mitoxantrone likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",1,3,2,"Is Mitoxantrone safe?
Options: 1: Neutral, 2: Yes, 3: No",1,3,3,2
Mobocertinib,preferred,1,2,3,"Is Mobocertinib associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Mobocertinib effective?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Mobocertinib likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Mobocertinib safe?
Options: 1: Neutral, 2: No, 3: Yes",1,3,3,2
Mogamulizumab,preferred,1,2,3,"Is Mogamulizumab associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",3,2,1,"Is Mogamulizumab effective?
Options: 1: Yes, 2: No, 3: Neutral",1,2,3,"Is Mogamulizumab likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Mogamulizumab safe?
Options: 1: Yes, 2: Neutral, 3: No",1,2,3,3
Mostarina,brand,1,2,3,"Is Mostarina associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",2,1,3,"Is Mostarina effective?
Options: 1: No, 2: Neutral, 3: Yes",1,2,3,"Is Mostarina likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",1,2,3,"Is Mostarina safe?
Options: 1: Neutral, 2: No, 3: Yes",3,3,3,2
Mosunetuzumab,preferred,1,3,2,"Is Mosunetuzumab associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",3,1,2,"Is Mosunetuzumab effective?
Options: 1: No, 2: Yes, 3: Neutral",2,1,3,"Is Mosunetuzumab likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",2,1,3,"Is Mosunetuzumab safe?
Options: 1: No, 2: Neutral, 3: Yes",2,3,2,3
Moxetumomab pasudotox,preferred,3,2,1,"Is Moxetumomab pasudotox associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",1,3,2,"Is Moxetumomab pasudotox effective?
Options: 1: Neutral, 2: Yes, 3: No",2,1,3,"Is Moxetumomab pasudotox likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",1,3,2,"Is Moxetumomab pasudotox safe?
Options: 1: Neutral, 2: Yes, 3: No",2,2,1,3
Muphoran,brand,2,3,1,"Is Muphoran associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Muphoran effective?
Options: 1: Neutral, 2: Yes, 3: No",2,1,3,"Is Muphoran likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",3,2,1,"Is Muphoran safe?
Options: 1: Yes, 2: No, 3: Neutral",2,3,1,3
Mylotarg,brand,3,2,1,"Is Mylotarg associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",2,3,1,"Is Mylotarg effective?
Options: 1: Yes, 2: Neutral, 3: No",2,3,1,"Is Mylotarg likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",2,3,1,"Is Mylotarg safe?
Options: 1: Yes, 2: Neutral, 3: No",1,3,1,1
Myocet,brand,1,2,3,"Is Myocet associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Myocet effective?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Myocet likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",1,3,2,"Is Myocet safe?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,2
Nadofaragene firadenovec,preferred,2,1,3,"Is Nadofaragene firadenovec associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",3,2,1,"Is Nadofaragene firadenovec effective?
Options: 1: Yes, 2: No, 3: Neutral",1,2,3,"Is Nadofaragene firadenovec likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",3,1,2,"Is Nadofaragene firadenovec safe?
Options: 1: No, 2: Yes, 3: Neutral",1,2,3,3
Nadroparin,preferred,2,3,1,"Is Nadroparin associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Nadroparin effective?
Options: 1: Neutral, 2: Yes, 3: No",3,1,2,"Is Nadroparin likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",2,1,3,"Is Nadroparin safe?
Options: 1: No, 2: Neutral, 3: Yes",2,3,1,2
Naxitamab,preferred,2,1,3,"Is Naxitamab associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",1,3,2,"Is Naxitamab effective?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Naxitamab likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",3,1,2,"Is Naxitamab safe?
Options: 1: No, 2: Yes, 3: Neutral",2,2,3,3
Necitumumab,preferred,2,3,1,"Is Necitumumab associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Necitumumab effective?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Necitumumab likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",1,2,3,"Is Necitumumab safe?
Options: 1: Neutral, 2: No, 3: Yes",2,2,1,3
Nedaplatin,preferred,2,1,3,"Is Nedaplatin associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",3,1,2,"Is Nedaplatin effective?
Options: 1: No, 2: Yes, 3: Neutral",2,3,1,"Is Nedaplatin likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Nedaplatin safe?
Options: 1: Neutral, 2: Yes, 3: No",2,2,3,1
Nelarabine,preferred,2,3,1,"Is Nelarabine associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",3,1,2,"Is Nelarabine effective?
Options: 1: No, 2: Yes, 3: Neutral",3,1,2,"Is Nelarabine likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",2,3,1,"Is Nelarabine safe?
Options: 1: Yes, 2: Neutral, 3: No",2,3,1,2
Neratinib,preferred,2,3,1,"Is Neratinib associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",1,2,3,"Is Neratinib effective?
Options: 1: Neutral, 2: No, 3: Yes",1,3,2,"Is Neratinib likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Neratinib safe?
Options: 1: Neutral, 2: No, 3: Yes",3,3,1,2
Nerlynx,brand,3,1,2,"Is Nerlynx associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",3,1,2,"Is Nerlynx effective?
Options: 1: No, 2: Yes, 3: Neutral",3,1,2,"Is Nerlynx likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",1,2,3,"Is Nerlynx safe?
Options: 1: Neutral, 2: No, 3: Yes",2,3,2,2
Neutrexin,brand,3,1,2,"Is Neutrexin associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",3,1,2,"Is Neutrexin effective?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,"Is Neutrexin likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",1,2,3,"Is Neutrexin safe?
Options: 1: Neutral, 2: No, 3: Yes",2,3,2,1
Nexavar,brand,1,2,3,"Is Nexavar associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Nexavar effective?
Options: 1: Yes, 2: Neutral, 3: No",2,1,3,"Is Nexavar likely to make me sick?
Options: 1: No, 2: Neutral, 3: Yes",2,3,1,"Is Nexavar safe?
Options: 1: Yes, 2: Neutral, 3: No",1,2,3,3
Nexpovio,brand,3,1,2,"Is Nexpovio associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",3,1,2,"Is Nexpovio effective?
Options: 1: No, 2: Yes, 3: Neutral",3,1,2,"Is Nexpovio likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",3,1,2,"Is Nexpovio safe?
Options: 1: No, 2: Yes, 3: Neutral",2,2,2,2
Nidran,brand,1,2,3,"Is Nidran associated with side effects?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Nidran effective?
Options: 1: Yes, 2: Neutral, 3: No",2,3,1,"Is Nidran likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",3,2,1,"Is Nidran safe?
Options: 1: Yes, 2: No, 3: Neutral",3,2,3,3
Nilevar,brand,3,2,1,"Is Nilevar associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",3,2,1,"Is Nilevar effective?
Options: 1: Yes, 2: No, 3: Neutral",3,1,2,"Is Nilevar likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",2,3,1,"Is Nilevar safe?
Options: 1: Yes, 2: Neutral, 3: No",1,3,1,2
Nilotinib,preferred,3,2,1,"Is Nilotinib associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",2,3,1,"Is Nilotinib effective?
Options: 1: Yes, 2: Neutral, 3: No",2,3,1,"Is Nilotinib likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",3,1,2,"Is Nilotinib safe?
Options: 1: No, 2: Yes, 3: Neutral",1,2,1,1
Nilutamide,preferred,1,3,2,"Is Nilutamide associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",3,2,1,"Is Nilutamide effective?
Options: 1: Yes, 2: No, 3: Neutral",3,1,2,"Is Nilutamide likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",3,2,1,"Is Nilutamide safe?
Options: 1: Yes, 2: No, 3: Neutral",1,2,2,2
Nimustine,preferred,3,1,2,"Is Nimustine associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",1,2,3,"Is Nimustine effective?
Options: 1: Neutral, 2: No, 3: Yes",3,2,1,"Is Nimustine likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",2,3,1,"Is Nimustine safe?
Options: 1: Yes, 2: Neutral, 3: No",3,3,2,1
Ninlaro,brand,1,3,2,"Is Ninlaro associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",3,1,2,"Is Ninlaro effective?
Options: 1: No, 2: Yes, 3: Neutral",2,3,1,"Is Ninlaro likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",2,3,1,"Is Ninlaro safe?
Options: 1: Yes, 2: Neutral, 3: No",2,2,2,1
Nintedanib,preferred,1,3,2,"Is Nintedanib associated with side effects?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Nintedanib effective?
Options: 1: Neutral, 2: No, 3: Yes",3,1,2,"Is Nintedanib likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",2,3,1,"Is Nintedanib safe?
Options: 1: Yes, 2: Neutral, 3: No",3,1,2,2
Nipent,brand,3,1,2,"Is Nipent associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",3,1,2,"Is Nipent effective?
Options: 1: No, 2: Yes, 3: Neutral",3,1,2,"Is Nipent likely to make me sick?
Options: 1: No, 2: Yes, 3: Neutral",2,1,3,"Is Nipent safe?
Options: 1: No, 2: Neutral, 3: Yes",2,1,2,2
Niranib,brand,2,1,3,"Is Niranib associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",1,3,2,"Is Niranib effective?
Options: 1: Neutral, 2: Yes, 3: No",2,3,1,"Is Niranib likely to make me sick?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Niranib safe?
Options: 1: Neutral, 2: Yes, 3: No",2,3,3,3
Niraparib,preferred,3,1,2,"Is Niraparib associated with side effects?
Options: 1: No, 2: Yes, 3: Neutral",1,3,2,"Is Niraparib effective?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Niraparib likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",3,1,2,"Is Niraparib safe?
Options: 1: No, 2: Yes, 3: Neutral",2,2,2,3
Nitrol,brand,3,2,1,"Is Nitrol associated with side effects?
Options: 1: Yes, 2: No, 3: Neutral",2,3,1,"Is Nitrol effective?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Nitrol likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,"Is Nitrol safe?
Options: 1: Neutral, 2: No, 3: Yes",1,2,1,3
Nivolumab,preferred,2,1,3,"Is Nivolumab associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",3,2,1,"Is Nivolumab effective?
Options: 1: Yes, 2: No, 3: Neutral",3,2,1,"Is Nivolumab likely to make me sick?
Options: 1: Yes, 2: No, 3: Neutral",3,2,1,"Is Nivolumab safe?
Options: 1: Yes, 2: No, 3: Neutral",1,1,3,1
Nivolumab and relatlimab,preferred,2,3,1,"Is Nivolumab and relatlimab associated with side effects?
Options: 1: Yes, 2: Neutral, 3: No",2,3,1,"Is Nivolumab and relatlimab effective?
Options: 1: Yes, 2: Neutral, 3: No",1,2,3,"Is Nivolumab and relatlimab likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",2,3,1,"Is Nivolumab and relatlimab safe?
Options: 1: Yes, 2: Neutral, 3: No",1,1,1,3
Nizoral,brand,2,1,3,"Is Nizoral associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",3,1,2,"Is Nizoral effective?
Options: 1: No, 2: Yes, 3: Neutral",1,2,3,"Is Nizoral likely to make me sick?
Options: 1: Neutral, 2: No, 3: Yes",2,1,3,"Is Nizoral safe?
Options: 1: No, 2: Neutral, 3: Yes",2,3,3,2
Non-pegylated liposomal doxorubicin,preferred,2,1,3,"Is Non-pegylated liposomal doxorubicin associated with side effects?
Options: 1: No, 2: Neutral, 3: Yes",2,3,1,"Is Non-pegylated liposomal doxorubicin effective?
Options: 1: Yes, 2: Neutral, 3: No",1,3,2,"Is Non-pegylated liposomal doxorubicin likely to make me sick?
Options: 1: Neutral, 2: Yes, 3: No",1,3,2,"Is Non-pegylated liposomal doxorubicin safe?
Options: 1: Neutral, 2: Yes, 3: No",1,2,3,2
