concept_code,string_type_preferred,Unnamed: 0_preferred,string_preferred,string_type_brand,Unnamed: 0_brand,string_brand,stem_effective_preferred_position,stem_effective_brand_position,stem_effective_question,stem_safe_preferred_position,stem_safe_brand_position,stem_safe_question,stem_associated with side effects_preferred_position,stem_associated with side effects_brand_position,stem_associated with side effects_question,stem_likely to make me sick_preferred_position,stem_likely to make me sick_brand_position,stem_likely to make me sick_question,stem_inferred_effective,stem_inferred_safe,stem_inferred_associated with side effects,stem_inferred_likely to make me sick
411,preferred name,4006,Ponatinib,brand name,4009,Iclusig,2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Iclusig, 2: Ponatinib",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Ponatinib, 2: Iclusig",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Iclusig, 2: Ponatinib",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Ponatinib, 2: Iclusig",2,2,2,2
414,preferred name,4014,Pralatrexate,brand name,4015,Folotyn,2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Folotyn, 2: Pralatrexate",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Pralatrexate, 2: Folotyn",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Folotyn, 2: Pralatrexate",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Folotyn, 2: Pralatrexate",2,2,2,1
416,preferred name,4026,Pravastatin,brand name,4027,Pravachol,2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Pravachol, 2: Pravastatin",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Pravastatin, 2: Pravachol",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Pravachol, 2: Pravastatin",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Pravastatin, 2: Pravachol",2,2,2,2
417,preferred name,4028,Prednisolone,brand name,4035,Adnisolone,2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Adnisolone, 2: Prednisolone",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Prednisolone, 2: Adnisolone",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Adnisolone, 2: Prednisolone",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Adnisolone, 2: Prednisolone",2,2,2,2
418,preferred name,4086,Prednisone,brand name,4088,Artinizona,1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Prednisone, 2: Artinizona",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Prednisone, 2: Artinizona",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Prednisone, 2: Artinizona",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Prednisone, 2: Artinizona",1,1,1,1
419,preferred name,4170,Procarbazine,brand name,4176,Indicarb,1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Procarbazine, 2: Indicarb",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Indicarb, 2: Procarbazine",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Indicarb, 2: Procarbazine",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Procarbazine, 2: Indicarb",2,2,2,1
424,preferred name,4200,Quinine,brand name,4201,Qualaquin,1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Quinine, 2: Qualaquin",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Quinine, 2: Qualaquin",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Qualaquin, 2: Quinine",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Qualaquin, 2: Quinine",2,2,2,2
426,preferred name,4204,Quizartinib,brand name,4207,Vanflyta,2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Vanflyta, 2: Quizartinib",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Vanflyta, 2: Quizartinib",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Vanflyta, 2: Quizartinib",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Vanflyta, 2: Quizartinib",2,2,2,2
429,preferred name,4218,Radotinib,brand name,4220,Supect,1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Radotinib, 2: Supect",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Radotinib, 2: Supect",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Radotinib, 2: Supect",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Radotinib, 2: Supect",I,2,2,2
431,preferred name,4225,Raltitrexed,brand name,4229,Tomudex,1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Raltitrexed, 2: Tomudex",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Tomudex, 2: Raltitrexed",1,2,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Raltitrexed, 2: Tomudex",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Tomudex, 2: Raltitrexed",2,2,2,2
433,preferred name,4235,Ramucirumab,brand name,4238,Cyramza,2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more effective:
Options: 1: Cyramza, 2: Ramucirumab",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more safe:
Options: 1: Cyramza, 2: Ramucirumab",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more associated with side effects:
Options: 1: Cyramza, 2: Ramucirumab",2,1,"The following two drugs are indicated for the same condition, you can only choose one of the drugs. Which of the following is more likely to make me sick:
Options: 1: Cyramza, 2: Ramucirumab",2,2,2,2
